age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,job_satisfaction_score,age_group,hours_bin,daily_social_media_time_bin
29,Male,IT,7.6,Instagram,53,8.1,5.2,4.5,9.0,7.0,1.2,10,True,False,0,9,2.3,20-40,4-8,"(7.2, 9.0]"
37,Female,Student,5.5,Telegram,56,8.1,4.6,3.7,4.0,7.0,1.1,10,False,False,1,24,4.5,20-40,4-8,"(5.4, 7.2]"
31,Female,Finance,3.2,TikTok,46,8.3,6.4,5.6,5.0,7.9,0.8,5,False,False,2,17,6.5,20-40,0-4,"(1.8, 3.6]"
63,Male,Student,8.4,Telegram,50,6.8,5.7,5.4,1.0,5.7,1.5,9,False,True,2,10,4.0,60-80,8-12,"(7.2, 9.0]"
52,Female,Finance,1.1,Instagram,52,6.2,5.2,4.5,4.0,6.5,1.6,5,False,True,1,20,4.1,40-60,0-4,"(-0.018, 1.8]"
46,Female,Finance,2.4,Instagram,65,3.7,3.6,3.7,10.0,7.3,1.5,10,False,False,0,3,3.7,40-60,0-4,"(1.8, 3.6]"
29,Male,IT,3.7,Telegram,58,4.9,2.8,2.0,1.0,6.5,1.5,2,True,False,5,27,2.8,20-40,0-4,"(3.6, 5.4]"
35,Male,Education,1.9,Twitter,56,7.2,5.1,4.1,3.0,5.8,1.9,0,False,False,1,2,5.0,20-40,0-4,"(1.8, 3.6]"
61,Male,Education,3.7,Telegram,57,3.2,8.2,8.2,4.0,7.1,0.3,10,False,False,3,17,8.4,60-80,0-4,"(3.6, 5.4]"
19,Other,IT,1.6,TikTok,55,8.2,2.6,7.3,5.0,5.8,1.1,2,False,False,0,6,2.6,0-20,0-4,"(-0.018, 1.8]"
19,Male,Student,3.2,Facebook,67,6.9,6.7,6.4,9.0,6.6,1.1,10,False,False,1,2,7.1,0-20,0-4,"(1.8, 3.6]"
34,Male,Health,1.4,TikTok,62,9.6,7.4,6.7,1.0,6.5,0.6,6,True,False,2,26,6.4,20-40,0-4,"(-0.018, 1.8]"
27,Male,IT,1.1,TikTok,52,7.7,4.2,5.2,6.0,6.2,1.9,0,True,True,2,18,2.6,20-40,0-4,"(-0.018, 1.8]"
35,Female,Unemployed,1.3,Facebook,50,7.5,4.1,3.7,4.0,5.6,0.0,8,False,False,0,0,3.8,20-40,0-4,"(-0.018, 1.8]"
39,Male,Finance,1.5,Facebook,42,6.6,4.0,3.5,2.0,6.7,0.4,4,False,False,1,13,4.7,20-40,0-4,"(-0.018, 1.8]"
36,Female,Unemployed,1.6,Facebook,52,4.6,6.4,5.6,4.0,6.0,0.0,8,True,True,2,22,6.5,20-40,0-4,"(-0.018, 1.8]"
18,Female,Education,2.8,TikTok,53,4.0,3.1,2.6,5.0,7.3,1.8,6,True,True,4,31,2.5,0-20,0-4,"(1.8, 3.6]"
41,Female,Education,6.2,Telegram,56,7.1,8.0,7.0,5.0,5.9,2.5,9,False,False,4,29,9.0,40-60,4-8,"(5.4, 7.2]"
53,Female,Student,4.0,TikTok,56,3.5,5.0,4.4,1.0,4.6,0.0,10,False,False,3,4,6.0,40-60,0-4,"(3.6, 5.4]"
42,Male,Health,1.8,Telegram,63,8.6,5.9,5.1,4.0,8.6,1.8,5,False,True,1,4,4.7,40-60,0-4,"(-0.018, 1.8]"
53,Female,Unemployed,2.7,Telegram,60,8.3,8.2,5.7,10.0,8.2,0.9,5,True,False,1,14,6.7,40-60,0-4,"(1.8, 3.6]"
48,Female,IT,3.1,Telegram,62,7.0,5.9,6.4,10.0,7.0,1.1,10,False,False,5,4,5.8,40-60,0-4,"(1.8, 3.6]"
48,Female,Finance,3.4,Twitter,66,5.4,6.5,6.1,8.0,5.6,1.7,8,False,False,3,26,4.9,40-60,0-4,"(1.8, 3.6]"
19,Female,Unemployed,3.7,Instagram,56,7.5,4.7,4.5,8.0,6.6,0.0,8,False,False,0,10,3.0,0-20,0-4,"(3.6, 5.4]"
36,Female,Finance,4.0,Instagram,39,8.1,3.7,3.1,7.0,4.3,1.0,10,False,False,0,4,3.4,20-40,0-4,"(3.6, 5.4]"
29,Male,Health,4.9,Twitter,74,8.9,2.9,2.1,10.0,8.1,0.4,2,True,False,2,30,3.8,20-40,4-8,"(3.6, 5.4]"
27,Male,Student,3.1,Twitter,61,7.7,6.5,6.4,4.0,7.6,1.2,8,True,False,1,18,7.3,20-40,0-4,"(1.8, 3.6]"
48,Male,Unemployed,1.7,Twitter,52,4.2,7.6,6.2,4.0,6.7,1.3,0,False,False,0,4,5.5,40-60,0-4,"(-0.018, 1.8]"
62,Male,Health,4.0,Facebook,52,5.7,5.2,4.7,5.0,6.9,1.9,6,True,False,1,22,5.6,60-80,0-4,"(3.6, 5.4]"
39,Female,Student,3.9,Instagram,55,7.3,2.6,2.4,5.0,6.9,0.2,0,True,False,0,31,4.8,20-40,0-4,"(3.6, 5.4]"
40,Male,Student,1.6,TikTok,52,8.6,5.9,5.2,5.0,4.8,0.1,6,False,False,1,16,5.1,20-40,0-4,"(-0.018, 1.8]"
40,Male,Unemployed,4.5,Telegram,62,5.5,4.8,6.5,3.0,6.3,0.0,10,False,False,1,6,4.5,20-40,4-8,"(3.6, 5.4]"
32,Female,IT,6.4,Twitter,49,4.5,8.7,7.9,8.0,6.6,0.6,10,False,False,1,8,7.3,20-40,4-8,"(5.4, 7.2]"
43,Female,IT,5.9,Instagram,59,6.9,6.4,5.4,9.0,6.2,0.8,5,True,False,3,15,5.4,40-60,4-8,"(5.4, 7.2]"
20,Female,Finance,0.1,Twitter,76,7.7,4.4,4.3,4.0,6.2,1.2,4,False,False,4,10,4.9,0-20,0-4,"(-0.018, 1.8]"
40,Female,Education,5.3,TikTok,47,8.3,2.4,1.7,3.0,7.9,1.2,9,False,True,1,6,2.1,20-40,4-8,"(3.6, 5.4]"
37,Female,Unemployed,3.1,TikTok,68,7.1,8.8,8.1,9.0,6.5,2.7,0,False,False,4,20,8.8,20-40,0-4,"(1.8, 3.6]"
62,Female,Student,1.9,Telegram,51,2.2,2.2,1.0,8.0,5.5,1.5,8,True,False,2,5,3.1,60-80,0-4,"(1.8, 3.6]"
57,Female,Finance,2.8,Telegram,51,4.0,4.9,3.9,8.0,5.0,1.1,0,False,False,3,14,4.4,40-60,0-4,"(1.8, 3.6]"
56,Other,Unemployed,3.6,Facebook,70,7.8,6.2,5.1,5.0,6.1,0.0,9,False,False,2,1,5.7,40-60,0-4,"(1.8, 3.6]"
25,Male,Education,4.5,Twitter,66,8.9,7.8,6.1,3.0,7.1,2.6,1,False,False,2,26,5.8,20-40,4-8,"(3.6, 5.4]"
35,Female,Finance,2.0,Telegram,46,8.7,4.0,4.1,1.0,8.1,1.5,5,True,False,0,7,6.1,20-40,0-4,"(1.8, 3.6]"
58,Female,Student,1.2,Facebook,61,6.3,6.3,5.1,6.0,5.9,0.1,2,True,True,4,24,4.3,40-60,0-4,"(-0.018, 1.8]"
23,Female,Education,2.4,Telegram,60,8.2,3.5,3.4,7.0,6.7,0.8,10,True,True,1,30,3.9,20-40,0-4,"(1.8, 3.6]"
44,Female,Health,4.0,Instagram,80,7.7,5.3,4.9,7.0,7.0,0.4,10,False,False,1,7,6.8,40-60,0-4,"(3.6, 5.4]"
53,Female,IT,5.6,Telegram,75,5.9,3.0,2.0,4.0,7.2,1.5,8,False,False,2,7,0.2,40-60,4-8,"(5.4, 7.2]"
32,Female,IT,1.3,Instagram,66,10.2,6.6,6.0,6.0,8.6,0.7,2,False,False,0,26,4.7,20-40,0-4,"(-0.018, 1.8]"
54,Male,Education,2.1,Facebook,59,9.1,4.8,3.1,9.0,4.4,1.4,7,False,False,5,3,3.5,40-60,0-4,"(1.8, 3.6]"
22,Male,Unemployed,1.6,Facebook,58,5.4,7.1,6.1,8.0,5.2,1.1,9,False,True,4,13,6.3,20-40,0-4,"(-0.018, 1.8]"
56,Male,Education,2.8,Telegram,68,9.7,6.4,5.8,2.0,5.7,1.0,10,False,False,1,1,5.2,40-60,0-4,"(1.8, 3.6]"
26,Male,Student,2.1,Instagram,59,7.6,8.7,7.2,7.0,6.1,0.3,9,False,False,3,15,5.1,20-40,0-4,"(1.8, 3.6]"
24,Male,Education,1.6,Facebook,53,7.9,5.1,4.3,4.0,6.9,0.3,7,False,False,3,25,4.8,20-40,0-4,"(-0.018, 1.8]"
58,Female,Unemployed,6.0,Instagram,65,3.7,2.3,2.4,4.0,5.1,1.2,9,True,False,1,24,1.5,40-60,4-8,"(5.4, 7.2]"
37,Male,IT,0.0,Facebook,79,5.9,4.6,5.6,3.0,6.0,1.0,7,False,False,0,7,5.3,20-40,,"(-0.018, 1.8]"
27,Female,Student,0.8,TikTok,61,6.2,6.9,7.6,3.0,5.6,1.8,9,False,True,3,2,7.3,20-40,0-4,"(-0.018, 1.8]"
43,Female,Unemployed,2.8,Twitter,58,5.5,6.4,6.0,9.0,7.0,1.2,7,True,False,1,4,5.4,40-60,0-4,"(1.8, 3.6]"
21,Female,Finance,4.3,Facebook,51,5.0,3.4,2.4,1.0,5.6,0.6,7,False,True,3,31,3.6,20-40,4-8,"(3.6, 5.4]"
55,Male,IT,5.0,Twitter,70,10.2,2.5,2.2,3.0,6.5,0.7,0,True,False,1,17,1.7,40-60,4-8,"(3.6, 5.4]"
41,Female,Health,2.7,Facebook,51,4.9,3.9,4.1,6.0,7.4,1.2,8,False,False,1,31,3.4,40-60,0-4,"(1.8, 3.6]"
31,Female,Student,4.0,Twitter,53,7.4,8.7,6.8,9.0,6.8,0.6,1,False,True,2,13,7.1,20-40,0-4,"(3.6, 5.4]"
58,Male,Health,0.0,TikTok,63,3.1,7.6,6.7,2.0,6.3,0.0,3,True,False,4,12,4.9,40-60,,"(-0.018, 1.8]"
18,Male,Education,1.2,Telegram,59,5.9,2.1,1.8,3.0,6.5,1.4,10,False,False,1,29,2.7,0-20,0-4,"(-0.018, 1.8]"
34,Male,Finance,1.4,Telegram,51,10.6,5.5,4.9,9.0,4.6,0.7,2,True,False,2,31,4.6,20-40,0-4,"(-0.018, 1.8]"
62,Female,Education,4.9,Facebook,58,9.2,5.6,5.3,9.0,7.6,0.0,4,False,False,1,8,5.6,60-80,4-8,"(3.6, 5.4]"
41,Female,IT,3.8,Telegram,53,4.8,4.9,4.0,1.0,6.3,0.4,3,True,True,2,28,3.4,40-60,0-4,"(3.6, 5.4]"
44,Female,Finance,3.0,Facebook,67,5.4,2.6,2.0,4.0,3.3,0.9,6,False,False,1,10,1.1,40-60,0-4,"(1.8, 3.6]"
24,Male,Unemployed,3.0,Facebook,56,9.8,5.0,4.7,3.0,5.5,0.0,4,False,False,1,10,4.4,20-40,0-4,"(1.8, 3.6]"
26,Male,IT,2.2,Telegram,61,8.2,3.1,3.1,6.0,6.4,2.4,9,True,False,2,9,3.8,20-40,0-4,"(1.8, 3.6]"
60,Male,Finance,2.6,Instagram,51,8.8,8.1,6.8,8.0,7.1,1.3,6,False,True,2,14,7.1,40-60,0-4,"(1.8, 3.6]"
52,Male,Health,3.0,Telegram,60,8.7,2.7,1.9,8.0,6.1,0.2,0,False,True,3,22,1.3,40-60,0-4,"(1.8, 3.6]"
29,Male,IT,1.8,Facebook,63,7.7,8.8,7.5,8.0,8.0,0.8,3,True,True,3,14,7.0,20-40,0-4,"(-0.018, 1.8]"
38,Male,Unemployed,1.8,Twitter,53,5.1,5.0,3.8,7.0,8.5,1.4,4,False,False,1,30,3.4,20-40,0-4,"(-0.018, 1.8]"
20,Female,IT,3.1,Facebook,60,8.5,7.0,6.4,4.0,7.4,1.7,3,False,False,2,26,6.6,0-20,0-4,"(1.8, 3.6]"
32,Male,Education,1.2,Twitter,73,6.0,2.3,1.7,6.0,6.4,1.9,2,False,False,1,21,2.2,20-40,0-4,"(-0.018, 1.8]"
38,Male,Unemployed,4.2,Twitter,39,5.5,4.4,4.1,6.0,8.4,1.1,7,False,False,6,17,4.0,20-40,4-8,"(3.6, 5.4]"
27,Female,Student,1.7,Instagram,73,8.7,5.9,5.0,9.0,7.7,0.6,2,False,False,3,28,6.8,20-40,0-4,"(-0.018, 1.8]"
50,Female,Unemployed,2.1,Telegram,56,8.2,2.5,2.1,9.0,5.4,0.0,7,False,False,4,3,5.6,40-60,0-4,"(1.8, 3.6]"
63,Female,IT,2.5,Telegram,55,7.7,8.9,7.9,2.0,9.4,1.4,5,False,False,3,8,4.3,60-80,0-4,"(1.8, 3.6]"
23,Male,Unemployed,4.6,TikTok,61,10.6,5.8,4.5,2.0,5.6,1.0,8,True,False,4,31,3.0,20-40,4-8,"(3.6, 5.4]"
19,Female,Finance,4.4,Twitter,70,6.7,8.2,7.3,3.0,8.7,2.4,2,False,False,3,0,5.4,0-20,4-8,"(3.6, 5.4]"
46,Female,Education,1.0,Twitter,64,8.0,2.2,1.1,10.0,6.6,0.3,2,False,False,1,25,2.5,40-60,0-4,"(-0.018, 1.8]"
57,Male,Student,1.5,Instagram,50,7.6,8.4,8.3,3.0,6.9,0.3,6,True,True,2,26,8.9,40-60,0-4,"(-0.018, 1.8]"
50,Male,IT,2.6,Instagram,64,7.1,3.8,3.5,10.0,5.8,0.3,9,False,False,5,11,1.5,40-60,0-4,"(1.8, 3.6]"
21,Female,Health,3.7,Telegram,52,10.4,5.5,5.5,7.0,8.3,1.5,3,True,True,2,28,5.6,20-40,0-4,"(3.6, 5.4]"
21,Female,Unemployed,1.9,Telegram,43,10.1,7.6,7.5,9.0,7.0,0.7,1,False,False,3,29,6.4,20-40,0-4,"(1.8, 3.6]"
46,Male,Education,0.8,Twitter,62,4.5,6.9,6.0,4.0,4.5,1.0,7,False,False,1,2,4.9,40-60,0-4,"(-0.018, 1.8]"
54,Male,Unemployed,4.0,TikTok,71,10.5,6.2,5.9,5.0,6.7,0.6,5,True,True,2,29,6.4,40-60,0-4,"(3.6, 5.4]"
37,Female,Health,0.0,Instagram,47,6.4,5.2,4.4,2.0,7.0,0.3,4,False,False,3,29,7.7,20-40,,"(-0.018, 1.8]"
58,Male,Finance,0.0,Facebook,50,4.4,8.3,7.6,2.0,8.8,1.2,3,False,False,1,14,9.0,40-60,,"(-0.018, 1.8]"
40,Female,Education,5.5,Instagram,60,6.2,3.6,3.8,4.0,4.4,0.9,0,False,True,1,7,3.1,20-40,4-8,"(5.4, 7.2]"
62,Male,Education,2.3,Facebook,61,6.6,3.2,1.8,3.0,5.4,0.5,5,False,True,3,17,2.1,60-80,0-4,"(1.8, 3.6]"
35,Female,Education,2.8,Facebook,49,5.0,5.7,5.3,2.0,5.0,1.0,2,False,False,0,12,4.1,20-40,0-4,"(1.8, 3.6]"
42,Male,Student,3.4,Telegram,51,8.0,2.8,2.3,4.0,7.7,1.4,2,False,False,4,13,2.3,40-60,0-4,"(1.8, 3.6]"
18,Male,Unemployed,4.5,Facebook,66,3.5,3.2,3.4,9.0,6.2,0.8,3,False,False,0,30,3.8,0-20,4-8,"(3.6, 5.4]"
32,Other,Student,1.9,TikTok,51,5.8,2.1,3.2,9.0,6.2,0.3,10,False,False,1,30,1.5,20-40,0-4,"(1.8, 3.6]"
51,Male,IT,3.2,Telegram,55,8.1,2.5,3.1,9.0,9.4,0.0,5,True,False,0,2,4.1,40-60,0-4,"(1.8, 3.6]"
65,Male,Health,3.2,Telegram,45,5.5,3.4,3.2,6.0,7.3,1.6,7,False,False,2,14,3.1,60-80,0-4,"(1.8, 3.6]"
37,Female,Unemployed,2.7,Facebook,62,6.0,3.9,3.2,8.0,4.3,2.2,0,False,True,2,15,5.2,20-40,0-4,"(1.8, 3.6]"
54,Male,Unemployed,0.2,Twitter,67,6.4,5.9,5.0,3.0,5.7,1.5,7,False,False,3,11,5.3,40-60,0-4,"(-0.018, 1.8]"
44,Male,IT,3.5,TikTok,70,6.2,6.0,5.4,1.0,6.2,1.9,8,True,False,3,23,6.4,40-60,0-4,"(1.8, 3.6]"
39,Male,Health,4.0,Telegram,72,9.1,2.6,1.8,2.0,6.7,1.2,0,False,False,1,1,2.9,20-40,0-4,"(3.6, 5.4]"
22,Female,IT,3.0,Facebook,70,3.0,5.2,3.6,3.0,6.7,2.0,8,True,False,1,15,5.6,20-40,0-4,"(1.8, 3.6]"
51,Female,Education,2.0,Twitter,65,7.4,8.3,7.1,10.0,7.5,1.4,7,False,False,2,5,8.3,40-60,0-4,"(1.8, 3.6]"
56,Female,Education,3.8,Instagram,67,5.9,2.2,5.8,6.0,5.3,0.5,5,True,False,3,30,6.3,40-60,0-4,"(3.6, 5.4]"
20,Female,Health,4.2,Twitter,70,7.3,4.7,4.5,2.0,5.3,1.2,3,False,False,5,14,4.3,0-20,4-8,"(3.6, 5.4]"
34,Male,Education,4.5,Instagram,50,5.8,5.8,2.0,4.0,4.9,1.0,10,False,False,0,8,2.7,20-40,4-8,"(3.6, 5.4]"
41,Male,IT,5.9,Telegram,78,7.5,7.0,6.5,2.0,5.3,1.9,8,False,False,3,9,7.3,40-60,4-8,"(5.4, 7.2]"
41,Female,Student,3.8,Twitter,66,9.6,6.9,6.9,5.0,4.2,1.5,5,True,False,2,14,6.6,40-60,0-4,"(3.6, 5.4]"
20,Female,Finance,3.9,TikTok,48,6.9,2.2,3.0,3.0,6.3,1.4,10,True,False,2,20,3.5,0-20,0-4,"(3.6, 5.4]"
62,Female,Unemployed,1.6,Facebook,60,7.5,7.7,6.9,2.0,7.0,0.2,8,False,False,3,3,5.8,60-80,0-4,"(-0.018, 1.8]"
24,Other,Unemployed,0.3,Facebook,70,5.4,5.2,4.4,7.0,6.9,1.3,7,False,True,2,5,5.1,20-40,0-4,"(-0.018, 1.8]"
42,Male,IT,4.8,Instagram,73,7.8,8.5,7.8,3.0,6.9,1.1,9,False,False,1,1,5.0,40-60,4-8,"(3.6, 5.4]"
20,Female,Health,5.2,Facebook,57,5.9,4.4,3.9,5.0,6.8,1.0,0,True,False,4,31,5.0,0-20,4-8,"(3.6, 5.4]"
32,Female,Education,5.3,Telegram,69,7.6,6.5,5.4,6.0,4.1,1.7,1,True,True,2,9,6.7,20-40,4-8,"(3.6, 5.4]"
46,Male,Finance,1.8,Telegram,70,7.9,2.3,1.8,6.0,6.5,0.1,8,False,False,1,21,2.3,40-60,0-4,"(-0.018, 1.8]"
46,Male,Finance,2.1,TikTok,56,10.2,4.1,4.2,5.0,5.5,0.1,4,False,False,1,20,5.1,40-60,0-4,"(1.8, 3.6]"
27,Female,Education,0.6,Instagram,48,6.8,3.1,2.5,3.0,4.4,0.0,4,True,True,2,2,2.3,20-40,0-4,"(-0.018, 1.8]"
49,Female,IT,0.0,TikTok,51,7.6,7.8,7.3,4.0,5.3,1.7,0,False,False,0,18,6.7,40-60,,"(-0.018, 1.8]"
40,Female,Education,2.5,Instagram,45,8.3,5.5,3.8,7.0,8.0,2.6,0,False,True,4,28,7.4,20-40,0-4,"(1.8, 3.6]"
56,Female,Student,5.5,Twitter,57,9.7,8.7,8.1,4.0,8.0,0.9,10,False,False,2,17,8.1,40-60,4-8,"(5.4, 7.2]"
26,Female,Health,2.5,TikTok,67,9.9,8.8,5.6,9.0,6.7,1.6,6,False,False,1,0,7.6,20-40,0-4,"(1.8, 3.6]"
54,Male,Unemployed,6.4,TikTok,60,4.6,4.2,3.1,5.0,3.9,0.6,5,False,False,1,18,3.4,40-60,4-8,"(5.4, 7.2]"
57,Female,Education,3.4,Twitter,55,8.4,7.9,6.8,3.0,8.4,1.1,2,True,False,0,30,6.8,40-60,0-4,"(1.8, 3.6]"
31,Male,IT,1.9,TikTok,58,9.6,4.9,4.7,7.0,8.7,0.0,9,False,False,1,4,4.7,20-40,0-4,"(1.8, 3.6]"
21,Female,Student,3.1,Twitter,68,10.1,8.3,7.8,6.0,7.0,1.2,5,True,False,2,11,7.8,20-40,0-4,"(1.8, 3.6]"
37,Female,Unemployed,4.9,Telegram,42,6.4,6.3,5.6,9.0,5.9,0.8,10,True,False,1,9,6.3,20-40,4-8,"(3.6, 5.4]"
45,Female,Student,4.7,TikTok,61,6.9,3.7,2.7,8.0,7.6,2.1,5,True,True,1,22,2.4,40-60,4-8,"(3.6, 5.4]"
31,Male,IT,4.4,Twitter,60,8.9,6.0,6.0,2.0,5.2,0.2,7,False,True,0,29,5.5,20-40,4-8,"(3.6, 5.4]"
61,Other,Health,0.0,Twitter,75,6.3,7.1,5.9,4.0,8.0,1.8,10,True,True,1,17,6.7,60-80,,"(-0.018, 1.8]"
51,Female,Finance,2.6,TikTok,53,8.5,5.2,3.9,2.0,5.6,0.9,5,True,False,1,18,5.5,40-60,0-4,"(1.8, 3.6]"
30,Female,Student,3.4,TikTok,63,10.0,3.4,3.3,5.0,9.0,0.7,6,False,False,0,28,4.3,20-40,0-4,"(1.8, 3.6]"
48,Male,Unemployed,3.5,Facebook,49,4.6,8.7,7.7,8.0,5.5,1.3,3,False,True,0,22,8.8,40-60,0-4,"(1.8, 3.6]"
50,Male,IT,3.5,Instagram,62,7.5,6.8,6.7,3.0,7.1,1.6,4,True,False,1,14,6.5,40-60,0-4,"(1.8, 3.6]"
56,Female,Unemployed,3.5,Facebook,64,7.3,5.2,4.6,3.0,4.9,1.0,5,False,False,1,3,5.3,40-60,0-4,"(1.8, 3.6]"
45,Female,Unemployed,2.5,Instagram,62,5.8,5.9,5.2,5.0,8.0,0.3,3,False,False,1,22,4.7,40-60,0-4,"(1.8, 3.6]"
42,Male,Student,0.9,Instagram,62,9.1,8.5,7.1,5.0,5.6,1.2,6,True,False,4,10,8.1,40-60,0-4,"(-0.018, 1.8]"
49,Female,Unemployed,2.2,Twitter,54,3.5,7.6,3.9,6.0,4.0,0.0,4,False,False,3,19,3.6,40-60,0-4,"(1.8, 3.6]"
26,Female,Finance,2.3,Facebook,49,8.6,6.7,5.3,9.0,8.3,0.1,3,True,False,1,31,7.3,20-40,0-4,"(1.8, 3.6]"
45,Male,Unemployed,2.8,TikTok,62,5.6,5.2,4.2,8.0,7.1,0.7,9,False,False,3,29,4.0,40-60,0-4,"(1.8, 3.6]"
48,Male,IT,6.0,TikTok,66,7.3,3.1,1.8,4.0,7.3,0.2,4,False,False,1,14,0.4,40-60,4-8,"(5.4, 7.2]"
34,Male,Student,2.6,Facebook,58,3.8,7.2,6.5,9.0,5.9,1.1,0,False,False,5,10,4.2,20-40,0-4,"(1.8, 3.6]"
40,Male,IT,1.4,Telegram,63,6.0,7.3,5.9,1.0,6.2,2.5,1,False,False,2,18,3.6,20-40,0-4,"(-0.018, 1.8]"
30,Male,Unemployed,6.1,Instagram,55,7.4,7.5,6.4,2.0,5.4,1.2,1,True,False,4,13,6.4,20-40,4-8,"(5.4, 7.2]"
27,Female,IT,0.0,Twitter,52,6.9,8.5,5.6,2.0,6.1,0.5,0,True,False,1,20,8.9,20-40,,"(-0.018, 1.8]"
33,Male,Finance,2.1,Telegram,48,9.3,5.8,4.7,2.0,5.5,0.9,9,False,False,1,25,3.7,20-40,0-4,"(1.8, 3.6]"
23,Male,IT,4.3,Twitter,71,6.9,5.5,4.9,6.0,4.9,1.0,1,False,True,3,23,4.8,20-40,4-8,"(3.6, 5.4]"
65,Female,Unemployed,0.0,Telegram,62,7.2,8.0,5.3,9.0,6.7,1.2,1,False,False,5,21,9.6,60-80,,"(-0.018, 1.8]"
28,Other,Health,1.4,Twitter,52,4.1,2.4,5.6,10.0,8.4,0.0,7,False,False,0,14,3.6,20-40,0-4,"(-0.018, 1.8]"
20,Male,Student,2.3,Facebook,48,8.1,5.9,5.9,6.0,7.2,0.1,2,False,False,1,8,4.4,0-20,0-4,"(1.8, 3.6]"
45,Other,Education,1.7,TikTok,47,3.0,2.7,2.6,4.0,6.8,0.6,10,False,True,3,20,1.4,40-60,0-4,"(-0.018, 1.8]"
58,Male,Health,1.3,TikTok,61,6.5,4.2,3.9,8.0,6.4,1.0,7,False,False,2,3,4.2,40-60,0-4,"(-0.018, 1.8]"
32,Male,Health,2.2,Twitter,62,7.7,8.3,7.8,6.0,6.8,1.0,5,False,True,1,29,3.9,20-40,0-4,"(1.8, 3.6]"
30,Female,IT,3.1,Instagram,62,3.3,2.9,2.6,3.0,7.1,1.0,9,False,False,1,28,3.6,20-40,0-4,"(1.8, 3.6]"
59,Female,Health,1.8,Telegram,59,9.2,5.6,4.4,5.0,8.8,2.4,6,False,False,3,0,6.2,40-60,0-4,"(-0.018, 1.8]"
62,Female,Health,0.4,Twitter,65,4.4,3.1,2.3,2.0,8.2,0.4,9,False,False,2,10,2.6,60-80,0-4,"(-0.018, 1.8]"
34,Female,Health,2.4,Telegram,58,3.8,2.9,2.0,10.0,7.6,1.3,2,False,False,3,4,2.9,20-40,0-4,"(1.8, 3.6]"
24,Male,IT,2.0,Telegram,60,5.1,5.1,4.2,5.0,6.7,0.7,7,False,True,4,0,4.6,20-40,0-4,"(1.8, 3.6]"
45,Female,Unemployed,3.5,Twitter,55,8.2,4.6,4.6,2.0,5.8,0.1,0,False,False,1,2,3.9,40-60,0-4,"(1.8, 3.6]"
55,Female,Health,3.0,Instagram,61,5.9,6.2,5.7,3.0,7.6,1.0,6,True,True,1,1,3.3,40-60,0-4,"(1.8, 3.6]"
30,Female,Education,2.4,Instagram,63,5.5,2.4,2.0,7.0,9.4,0.8,2,False,False,2,12,2.6,20-40,0-4,"(1.8, 3.6]"
34,Male,Health,4.6,TikTok,60,7.4,5.7,4.3,1.0,6.5,0.2,8,False,False,2,26,4.7,20-40,4-8,"(3.6, 5.4]"
32,Male,IT,5.8,Instagram,67,7.6,7.7,6.5,1.0,4.6,0.2,10,False,True,3,25,7.0,20-40,4-8,"(5.4, 7.2]"
53,Female,Unemployed,3.5,Instagram,74,8.9,7.4,7.0,6.0,6.4,1.8,10,False,True,1,9,6.7,40-60,0-4,"(1.8, 3.6]"
45,Female,IT,0.3,Instagram,57,7.8,6.0,6.1,5.0,5.4,1.1,6,False,True,2,9,5.6,40-60,0-4,"(-0.018, 1.8]"
32,Male,Finance,0.5,TikTok,53,3.3,2.4,2.4,3.0,6.0,1.3,2,False,False,2,3,3.2,20-40,0-4,"(-0.018, 1.8]"
63,Male,Finance,5.2,Facebook,52,3.5,8.3,7.4,8.0,6.6,0.6,7,True,False,3,25,9.2,60-80,4-8,"(3.6, 5.4]"
28,Male,Unemployed,3.4,Twitter,57,3.0,3.8,4.8,2.0,6.0,0.7,1,False,True,2,22,2.3,20-40,0-4,"(1.8, 3.6]"
48,Female,Unemployed,2.5,Twitter,53,6.8,2.5,2.2,3.0,5.4,0.7,7,False,False,2,1,2.0,40-60,0-4,"(1.8, 3.6]"
21,Male,Education,4.9,Facebook,50,9.3,3.7,3.8,2.0,7.0,1.2,9,False,True,0,30,3.4,20-40,4-8,"(3.6, 5.4]"
52,Male,Unemployed,7.4,Twitter,51,11.3,5.2,4.7,1.0,8.7,0.0,2,False,False,2,25,4.8,40-60,4-8,"(7.2, 9.0]"
51,Female,Student,2.0,Instagram,66,3.0,2.8,4.3,8.0,5.5,1.3,4,True,False,0,23,0.8,40-60,0-4,"(1.8, 3.6]"
44,Male,Finance,4.5,Instagram,58,8.2,4.8,3.8,6.0,5.3,1.7,8,True,False,1,12,5.8,40-60,4-8,"(3.6, 5.4]"
27,Male,Health,4.5,Twitter,61,8.1,2.2,1.9,3.0,5.7,1.7,7,False,True,1,3,3.2,20-40,4-8,"(3.6, 5.4]"
47,Male,IT,0.3,Twitter,64,3.3,2.8,3.3,5.0,7.2,0.8,1,True,False,2,11,2.9,40-60,0-4,"(-0.018, 1.8]"
62,Male,Finance,3.0,Instagram,57,8.5,6.9,5.3,10.0,10.0,0.1,8,False,False,2,12,5.7,60-80,0-4,"(1.8, 3.6]"
